Email Subject,Email Body,Time Sent,Response Time,Level,Engagement score
Meeting Request,I am following up on our last conversation. Let me know if you need anything.,2023-05-03 07:41:00,2023-05-03 14:41:00,High,65
Project Update,Don't miss out on our special discount offers this week!,2023-12-22 02:25:00,2023-12-23 14:25:00,Cold,39
Meeting Request,We would appreciate your feedback on our recent collaboration.,2023-06-15 13:16:00,2023-06-15 17:16:00,Hot,77
Feedback Request,Here is an update on the project progress. Let us know your thoughts.,2023-09-03 21:17:00,2023-09-04 07:17:00,High,70
Contract Renewal,Join our upcoming webinar on industry trends. Register now!,2023-07-24 07:55:00,2023-07-25 21:55:00,Cold,59
Product Offering,"Hello, we would like to schedule a meeting to discuss your needs.",2023-08-07 00:38:00,2023-08-07 09:38:00,High,80
Partnership Proposal,Don't miss out on our special discount offers this week!,2023-10-31 21:47:00,2023-11-01 02:47:00,Hot,100
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-03-11 05:57:00,2023-03-11 14:57:00,High,74
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-01-02 05:45:00,2023-01-02 15:45:00,High,92
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-06-19 19:38:00,2023-06-20 07:38:00,High,90
Monthly Report,Don't miss out on our special discount offers this week!,2023-04-17 16:33:00,2023-04-17 17:33:00,Hot,93
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-07-05 20:12:00,2023-07-06 01:12:00,Hot,100
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-10-20 08:51:00,2023-10-22 18:51:00,Cold,21
Project Update,I am following up on our last conversation. Let me know if you need anything.,2023-11-19 23:07:00,2023-11-20 06:07:00,High,77
Project Update,"Hello, we would like to schedule a meeting to discuss your needs.",2023-09-25 18:21:00,2023-09-26 06:21:00,High,61
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-04-29 11:03:00,2023-04-29 18:03:00,High,70
Meeting Request,Check out our latest product offerings that might interest you.,2023-09-30 01:40:00,2023-09-30 06:40:00,Hot,80
Webinar Invitation,Attached is the monthly report. Please review it and share feedback.,2023-02-22 09:53:00,2023-02-22 19:53:00,High,81
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-27 23:44:00,2023-03-29 18:44:00,Cold,80
Contract Renewal,Attached is the monthly report. Please review it and share feedback.,2023-05-14 05:38:00,2023-05-14 09:38:00,Hot,65
Special Offer,Attached is the monthly report. Please review it and share feedback.,2023-11-14 08:06:00,2023-11-14 14:06:00,High,89
Follow Up,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-25 10:04:00,2023-05-26 20:04:00,Cold,83
Webinar Invitation,Here is an update on the project progress. Let us know your thoughts.,2023-07-29 06:29:00,2023-07-29 08:29:00,Hot,97
Follow Up,Don't miss out on our special discount offers this week!,2023-12-15 15:54:00,2023-12-15 17:54:00,Hot,89
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-13 09:45:00,2023-05-13 19:45:00,High,78
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-10-23 11:24:00,2023-10-23 13:24:00,Hot,81
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-12-31 12:26:00,2023-12-31 13:26:00,Hot,93
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-08-30 20:59:00,2023-08-31 08:59:00,High,73
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-11-12 10:39:00,2023-11-12 19:39:00,High,99
Follow Up,Check out our latest product offerings that might interest you.,2023-12-02 08:40:00,2023-12-02 18:40:00,High,100
Project Update,I am following up on our last conversation. Let me know if you need anything.,2023-12-18 05:54:00,2023-12-18 08:54:00,Hot,74
Monthly Report,Your contract renewal is coming up. Let's schedule a discussion.,2023-01-24 07:17:00,2023-01-24 15:17:00,High,63
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-09-23 23:07:00,2023-09-25 15:07:00,Cold,81
Follow Up,Don't miss out on our special discount offers this week!,2023-06-01 17:16:00,2023-06-01 22:16:00,Hot,74
Follow Up,Don't miss out on our special discount offers this week!,2023-09-14 03:33:00,2023-09-15 18:33:00,Cold,30
Contract Renewal,Attached is the monthly report. Please review it and share feedback.,2023-05-31 05:34:00,2023-06-01 15:34:00,Cold,93
Contract Renewal,Attached is the monthly report. Please review it and share feedback.,2023-08-20 00:13:00,2023-08-21 11:13:00,Cold,15
Meeting Request,Don't miss out on our special discount offers this week!,2023-02-15 21:04:00,2023-02-16 00:04:00,Hot,89
Monthly Report,Here is an update on the project progress. Let us know your thoughts.,2023-07-18 03:58:00,2023-07-19 12:58:00,Cold,26
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-20 07:28:00,2023-03-20 14:28:00,High,68
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-07-10 07:56:00,2023-07-12 17:56:00,Cold,23
Monthly Report,Join our upcoming webinar on industry trends. Register now!,2023-01-10 08:01:00,2023-01-10 10:01:00,Hot,88
Project Update,We would love to discuss a potential partnership. Let's connect!,2023-10-28 15:09:00,2023-10-28 16:09:00,Hot,74
Follow Up,Here is an update on the project progress. Let us know your thoughts.,2023-04-20 10:20:00,2023-04-20 11:20:00,Hot,67
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-07-08 13:29:00,2023-07-08 18:29:00,Hot,84
Product Offering,Attached is the monthly report. Please review it and share feedback.,2023-10-17 02:29:00,2023-10-17 07:29:00,Hot,71
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-05-11 17:15:00,2023-05-12 02:15:00,High,69
Contract Renewal,Here is an update on the project progress. Let us know your thoughts.,2023-09-01 20:24:00,2023-09-02 06:24:00,High,81
Follow Up,"Hello, we would like to schedule a meeting to discuss your needs.",2023-11-26 13:02:00,2023-11-26 17:02:00,Hot,72
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-12 18:28:00,2023-04-12 21:28:00,Hot,99
Product Offering,Attached is the monthly report. Please review it and share feedback.,2023-04-17 08:36:00,2023-04-19 10:36:00,Cold,30
Follow Up,I am following up on our last conversation. Let me know if you need anything.,2023-08-25 04:56:00,2023-08-27 00:56:00,Cold,47
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-02-03 03:20:00,2023-02-03 12:20:00,High,92
Follow Up,Don't miss out on our special discount offers this week!,2023-07-15 00:22:00,2023-07-15 02:22:00,Hot,70
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-28 08:26:00,2023-03-28 17:26:00,High,72
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-10-26 16:15:00,2023-10-27 02:15:00,High,63
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-11-11 19:31:00,2023-11-13 20:31:00,Cold,31
Feedback Request,Check out our latest product offerings that might interest you.,2023-08-13 06:33:00,2023-08-13 18:33:00,High,74
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-07-12 07:52:00,2023-07-12 17:52:00,High,100
Follow Up,Here is an update on the project progress. Let us know your thoughts.,2023-11-23 12:47:00,2023-11-24 17:47:00,Cold,8
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-12-27 00:44:00,2023-12-27 03:44:00,Hot,67
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-10-18 15:27:00,2023-10-20 14:27:00,Cold,22
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-06-05 20:58:00,2023-06-06 06:58:00,High,87
Monthly Report,Attached is the monthly report. Please review it and share feedback.,2023-03-16 01:52:00,2023-03-16 04:52:00,Hot,100
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-12-31 19:58:00,2024-01-03 05:58:00,Cold,48
Feedback Request,We would love to discuss a potential partnership. Let's connect!,2023-05-04 09:54:00,2023-05-04 13:54:00,Hot,88
Project Update,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-11 06:55:00,2023-05-11 14:55:00,High,60
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-08-26 05:42:00,2023-08-26 14:42:00,High,85
Feedback Request,We would love to discuss a potential partnership. Let's connect!,2023-08-05 01:58:00,2023-08-05 08:58:00,High,94
Webinar Invitation,We would appreciate your feedback on our recent collaboration.,2023-07-02 12:04:00,2023-07-02 17:04:00,Hot,76
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-26 11:15:00,2023-10-26 19:15:00,High,75
Monthly Report,We would love to discuss a potential partnership. Let's connect!,2023-02-23 00:03:00,2023-02-23 11:03:00,High,79
Follow Up,Attached is the monthly report. Please review it and share feedback.,2023-07-09 20:30:00,2023-07-11 20:30:00,Cold,78
Follow Up,Your contract renewal is coming up. Let's schedule a discussion.,2023-08-04 19:29:00,2023-08-05 06:29:00,High,85
Contract Renewal,I am following up on our last conversation. Let me know if you need anything.,2023-10-13 03:12:00,2023-10-13 10:12:00,High,68
Project Update,We would appreciate your feedback on our recent collaboration.,2023-09-25 01:11:00,2023-09-25 11:11:00,High,85
Monthly Report,Don't miss out on our special discount offers this week!,2023-08-27 09:06:00,2023-08-27 15:06:00,High,88
Partnership Proposal,Your contract renewal is coming up. Let's schedule a discussion.,2023-11-11 03:08:00,2023-11-11 05:08:00,Hot,77
Follow Up,Don't miss out on our special discount offers this week!,2023-12-11 21:03:00,2023-12-14 01:03:00,Cold,66
Follow Up,We would love to discuss a potential partnership. Let's connect!,2023-01-01 16:47:00,2023-01-01 19:47:00,Hot,81
Product Offering,Don't miss out on our special discount offers this week!,2023-05-07 15:55:00,2023-05-10 15:55:00,Cold,68
Follow Up,Don't miss out on our special discount offers this week!,2023-09-23 18:07:00,2023-09-25 03:07:00,Cold,97
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-01-13 15:38:00,2023-01-14 03:38:00,High,85
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-11-29 02:33:00,2023-11-29 13:33:00,High,91
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-09-19 18:36:00,2023-09-19 22:36:00,Hot,81
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-02-27 18:31:00,2023-02-28 02:31:00,High,100
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-11-22 21:29:00,2023-11-23 21:29:00,Cold,70
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-03-11 12:44:00,2023-03-13 21:44:00,Cold,25
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-11-30 17:29:00,2023-11-30 18:29:00,Hot,74
Special Offer,Here is an update on the project progress. Let us know your thoughts.,2023-08-29 21:09:00,2023-09-01 14:09:00,Cold,70
Partnership Proposal,Don't miss out on our special discount offers this week!,2023-10-12 10:01:00,2023-10-13 14:01:00,Cold,5
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-03-04 22:11:00,2023-03-05 06:11:00,High,99
Webinar Invitation,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-05 20:58:00,2023-05-05 22:58:00,Hot,93
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-01-02 02:10:00,2023-01-03 11:10:00,Cold,74
Partnership Proposal,Here is an update on the project progress. Let us know your thoughts.,2023-02-01 10:59:00,2023-02-02 15:59:00,Cold,27
Product Offering,Check out our latest product offerings that might interest you.,2023-10-07 04:01:00,2023-10-09 09:01:00,Cold,24
Partnership Proposal,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-21 12:37:00,2023-04-23 03:37:00,Cold,31
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-09-30 03:22:00,2023-09-30 09:22:00,High,94
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-02-23 09:25:00,2023-02-25 10:25:00,Cold,73
Monthly Report,Here is an update on the project progress. Let us know your thoughts.,2023-09-27 03:29:00,2023-09-28 05:29:00,Cold,32
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-08-30 05:36:00,2023-09-01 21:36:00,Cold,69
Monthly Report,Don't miss out on our special discount offers this week!,2023-12-29 12:27:00,2023-12-29 17:27:00,Hot,97
Feedback Request,We would love to discuss a potential partnership. Let's connect!,2023-12-22 05:48:00,2023-12-22 13:48:00,High,79
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-01-29 15:22:00,2023-01-29 22:22:00,High,100
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-11-27 19:31:00,2023-11-27 21:31:00,Hot,66
Follow Up,Attached is the monthly report. Please review it and share feedback.,2023-05-18 20:51:00,2023-05-18 23:51:00,Hot,93
Special Offer,Check out our latest product offerings that might interest you.,2023-01-11 06:09:00,2023-01-11 13:09:00,High,93
Follow Up,I am following up on our last conversation. Let me know if you need anything.,2023-05-01 16:29:00,2023-05-03 13:29:00,Cold,80
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-01-13 07:07:00,2023-01-13 19:07:00,High,81
Special Offer,Here is an update on the project progress. Let us know your thoughts.,2023-06-03 07:43:00,2023-06-03 17:43:00,High,71
Monthly Report,Your contract renewal is coming up. Let's schedule a discussion.,2023-03-31 14:56:00,2023-04-03 13:56:00,Cold,57
